row_key,month,specialty_code,specialty_name,providers,waiting_list,median_wait_weeks_est,pct_within_18_weeks
2026-02|C_100,2026-02,C_100,General Surgery Service,278,385499,13.9,60.3
2026-02|C_101,2026-02,C_101,Urology Service,220,386911,12.7,63.9
2026-02|C_110,2026-02,C_110,Trauma and Orthopaedic Service,307,837743,15.0,57.6
2026-02|C_120,2026-02,C_120,Ear Nose and Throat Service,171,587637,15.8,55.1
2026-02|C_130,2026-02,C_130,Ophthalmology Service,329,602540,10.9,70.6
2026-02|C_140,2026-02,C_140,Oral Surgery Service,118,322932,16.5,53.6
2026-02|C_150,2026-02,C_150,Neurosurgical Service,60,56821,14.1,60.5
2026-02|C_160,2026-02,C_160,Plastic Surgery Service,117,103747,15.9,54.7
2026-02|C_170,2026-02,C_170,Cardiothoracic Surgery Service,45,9323,11.1,71.4
2026-02|C_300,2026-02,C_300,General Internal Medicine Service,108,37666,11.4,68.1
2026-02|C_301,2026-02,C_301,Gastroenterology Service,216,379573,12.2,65.9
2026-02|C_320,2026-02,C_320,Cardiology Service,144,382774,12.3,65.8
2026-02|C_330,2026-02,C_330,Dermatology Service,126,381323,13.4,61.3
2026-02|C_340,2026-02,C_340,Respiratory Medicine Service,128,185125,10.5,71.7
2026-02|C_400,2026-02,C_400,Neurology Service,109,216273,15.0,57.5
2026-02|C_410,2026-02,C_410,Rheumatology Service,128,114276,11.7,67.3
2026-02|C_430,2026-02,C_430,Elderly Medicine Service,120,26545,7.4,80.4
2026-02|C_502,2026-02,C_502,Gynaecology Service,196,565435,14.8,57.9
2026-02|C_999,2026-02,C_999,Total,513,7156212,13.2,62.5
2026-02|X02,2026-02,X02,Other - Medical Services,174,624597,11.5,67.4
2026-02|X03,2026-02,X03,Other - Mental Health Services,35,3036,7.9,80.3
2026-02|X04,2026-02,X04,Other - Paediatric Services,125,316672,12.4,64.7
2026-02|X05,2026-02,X05,Other - Surgical Services,157,476457,12.5,63.5
2026-02|X06,2026-02,X06,Other - Other Services,187,153307,8.5,74.8
2026-03|C_100,2026-03,C_100,General Surgery Service,281,376693,12.1,62.9
2026-03|C_101,2026-03,C_101,Urology Service,221,378188,11.4,66.3
2026-03|C_110,2026-03,C_110,Trauma and Orthopaedic Service,309,826172,14.5,59.1
2026-03|C_120,2026-03,C_120,Ear Nose and Throat Service,174,580054,14.6,58.4
2026-03|C_130,2026-03,C_130,Ophthalmology Service,345,603966,9.1,72.8
2026-03|C_140,2026-03,C_140,Oral Surgery Service,118,320612,15.9,55.6
2026-03|C_150,2026-03,C_150,Neurosurgical Service,61,56423,12.7,62.2
2026-03|C_160,2026-03,C_160,Plastic Surgery Service,116,101370,15.2,56.6
2026-03|C_170,2026-03,C_170,Cardiothoracic Surgery Service,46,9135,9.6,73.3
2026-03|C_300,2026-03,C_300,General Internal Medicine Service,108,37173,9.8,71.8
2026-03|C_301,2026-03,C_301,Gastroenterology Service,229,366951,10.4,69.8
2026-03|C_320,2026-03,C_320,Cardiology Service,141,375773,10.7,69.3
2026-03|C_330,2026-03,C_330,Dermatology Service,125,372060,10.9,65.0
2026-03|C_340,2026-03,C_340,Respiratory Medicine Service,127,183922,9.0,75.0
2026-03|C_400,2026-03,C_400,Neurology Service,111,208673,13.8,60.6
2026-03|C_410,2026-03,C_410,Rheumatology Service,132,112400,9.9,70.4
2026-03|C_430,2026-03,C_430,Elderly Medicine Service,120,26038,7.2,82.8
2026-03|C_502,2026-03,C_502,Gynaecology Service,198,555528,13.4,60.8
2026-03|C_999,2026-03,C_999,Total,532,7045510,11.3,65.2
2026-03|X02,2026-03,X02,Other - Medical Services,171,614175,9.8,70.6
2026-03|X03,2026-03,X03,Other - Mental Health Services,30,3178,8.2,81.7
2026-03|X04,2026-03,X04,Other - Paediatric Services,122,316520,10.6,67.7
2026-03|X05,2026-03,X05,Other - Surgical Services,158,467771,10.7,66.1
2026-03|X06,2026-03,X06,Other - Other Services,193,152735,7.9,77.2
2026-04|C_100,2026-04,C_100,General Surgery Service,280,382295,12.7,62.7
2026-04|C_101,2026-04,C_101,Urology Service,221,378422,12.2,64.9
2026-04|C_110,2026-04,C_110,Trauma and Orthopaedic Service,311,827992,13.9,58.8
2026-04|C_120,2026-04,C_120,Ear Nose and Throat Service,168,589187,14.1,58.3
2026-04|C_130,2026-04,C_130,Ophthalmology Service,343,612588,9.7,73.1
2026-04|C_140,2026-04,C_140,Oral Surgery Service,115,321516,15.2,54.9
2026-04|C_150,2026-04,C_150,Neurosurgical Service,61,57342,12.7,62.3
2026-04|C_160,2026-04,C_160,Plastic Surgery Service,115,102433,14.3,56.6
2026-04|C_170,2026-04,C_170,Cardiothoracic Surgery Service,44,9122,9.9,72.0
2026-04|C_300,2026-04,C_300,General Internal Medicine Service,111,37894,10.8,70.7
2026-04|C_301,2026-04,C_301,Gastroenterology Service,217,372204,11.1,69.0
2026-04|C_320,2026-04,C_320,Cardiology Service,141,378687,11.4,68.4
2026-04|C_330,2026-04,C_330,Dermatology Service,122,380277,11.2,65.7
2026-04|C_340,2026-04,C_340,Respiratory Medicine Service,124,188387,9.7,74.7
2026-04|C_400,2026-04,C_400,Neurology Service,108,209399,13.5,60.1
2026-04|C_410,2026-04,C_410,Rheumatology Service,131,115478,10.6,69.6
2026-04|C_430,2026-04,C_430,Elderly Medicine Service,119,26513,7.6,82.4
2026-04|C_502,2026-04,C_502,Gynaecology Service,197,564686,13.3,60.2
2026-04|C_999,2026-04,C_999,Total,528,7123980,11.9,64.9
2026-04|X02,2026-04,X02,Other - Medical Services,168,620792,10.3,70.4
2026-04|X03,2026-04,X03,Other - Mental Health Services,32,3048,8.7,79.2
2026-04|X04,2026-04,X04,Other - Paediatric Services,122,320713,11.3,67.6
2026-04|X05,2026-04,X05,Other - Surgical Services,155,465868,11.4,65.5
2026-04|X06,2026-04,X06,Other - Other Services,189,159137,8.4,76.2
2026-05|C_100,2026-05,C_100,General Surgery Service,277,382013,13.3,62.7
2026-05|C_101,2026-05,C_101,Urology Service,218,378952,12.7,64.7
2026-05|C_110,2026-05,C_110,Trauma and Orthopaedic Service,311,835954,14.2,59.8
2026-05|C_120,2026-05,C_120,Ear Nose and Throat Service,168,595204,14.8,58.9
2026-05|C_130,2026-05,C_130,Ophthalmology Service,346,626414,10.2,74.1
2026-05|C_140,2026-05,C_140,Oral Surgery Service,115,322030,16.0,55.4
2026-05|C_150,2026-05,C_150,Neurosurgical Service,58,57463,13.6,62.0
2026-05|C_160,2026-05,C_160,Plastic Surgery Service,112,103367,14.6,58.1
2026-05|C_170,2026-05,C_170,Cardiothoracic Surgery Service,45,9177,10.5,71.9
2026-05|C_300,2026-05,C_300,General Internal Medicine Service,107,38172,11.4,70.9
2026-05|C_301,2026-05,C_301,Gastroenterology Service,233,370698,11.8,69.0
2026-05|C_320,2026-05,C_320,Cardiology Service,139,379784,12.1,68.3
2026-05|C_330,2026-05,C_330,Dermatology Service,122,384766,11.3,67.2
2026-05|C_340,2026-05,C_340,Respiratory Medicine Service,125,191385,10.3,74.9
2026-05|C_400,2026-05,C_400,Neurology Service,106,210243,14.0,61.1
2026-05|C_410,2026-05,C_410,Rheumatology Service,131,118229,10.9,70.5
2026-05|C_430,2026-05,C_430,Elderly Medicine Service,119,26569,7.8,82.8
2026-05|C_502,2026-05,C_502,Gynaecology Service,199,572886,13.9,60.9
2026-05|C_999,2026-05,C_999,Total,532,7184233,12.4,65.5
2026-05|X02,2026-05,X02,Other - Medical Services,167,624416,10.9,70.9
2026-05|X03,2026-05,X03,Other - Mental Health Services,29,3420,9.3,82.0
2026-05|X04,2026-05,X04,Other - Paediatric Services,122,324322,11.8,68.3
2026-05|X05,2026-05,X05,Other - Surgical Services,155,469136,11.9,66.1
2026-05|X06,2026-05,X06,Other - Other Services,190,159633,8.9,76.9
2026-06|C_100,2026-06,C_100,General Surgery Service,280,382851,13.1,63.0
2026-06|C_101,2026-06,C_101,Urology Service,219,373998,12.3,65.0
2026-06|C_110,2026-06,C_110,Trauma and Orthopaedic Service,311,837484,13.8,60.6
2026-06|C_120,2026-06,C_120,Ear Nose and Throat Service,168,595473,14.7,59.0
2026-06|C_130,2026-06,C_130,Ophthalmology Service,350,622977,9.9,73.8
2026-06|C_140,2026-06,C_140,Oral Surgery Service,117,320552,16.0,55.0
2026-06|C_150,2026-06,C_150,Neurosurgical Service,59,56667,13.4,62.8
2026-06|C_160,2026-06,C_160,Plastic Surgery Service,112,105372,14.0,59.3
2026-06|C_170,2026-06,C_170,Cardiothoracic Surgery Service,44,9161,9.9,72.8
2026-06|C_300,2026-06,C_300,General Internal Medicine Service,107,36576,10.5,71.4
2026-06|C_301,2026-06,C_301,Gastroenterology Service,212,362052,11.0,69.3
2026-06|C_320,2026-06,C_320,Cardiology Service,136,373459,11.7,68.2
2026-06|C_330,2026-06,C_330,Dermatology Service,122,399463,10.2,69.0
2026-06|C_340,2026-06,C_340,Respiratory Medicine Service,125,189478,9.8,74.8
2026-06|C_400,2026-06,C_400,Neurology Service,107,209198,13.7,61.7
2026-06|C_410,2026-06,C_410,Rheumatology Service,131,118749,10.4,70.8
2026-06|C_430,2026-06,C_430,Elderly Medicine Service,119,26639,7.3,83.1
2026-06|C_502,2026-06,C_502,Gynaecology Service,201,577108,13.9,61.0
2026-06|C_999,2026-06,C_999,Total,537,7178718,11.9,65.8
2026-06|X02,2026-06,X02,Other - Medical Services,169,618643,10.4,71.0
2026-06|X03,2026-06,X03,Other - Mental Health Services,31,3583,8.7,82.1
2026-06|X04,2026-06,X04,Other - Paediatric Services,121,327450,11.3,68.4
2026-06|X05,2026-06,X05,Other - Surgical Services,156,471976,11.2,66.4
2026-06|X06,2026-06,X06,Other - Other Services,189,159809,8.3,76.7
